"success","trial_type","trial_index","time_elapsed","internal_node_id","id","date","time","version","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","slider_start","image_name","view_history","value","thumbnail_name","attention_check","onset_time","question_order"
"","html-slider-response","11","32014","0.0-5.0-0.6","xlwo7","20210930","1232","V4-20210927","","","","","3304","<img src='images/experiment/pair_37_57_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","384","253","images/experiment/pair_37_57_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","12","33960","0.0-5.0-0.7","xlwo7","20210930","1232","V4-20210927","","","","","1946","<img src='images/experiment/64_start.png' height = '350'><br>How much do you like this image?","256","406","images/experiment/64_start.png","","","","","",""
"","html-slider-response","13","35990","0.0-5.0-0.8","xlwo7","20210930","1232","V4-20210927","","","","","2030","<img src='images/experiment/pair_37_57_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","372","458","images/experiment/pair_37_57_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","14","38764","0.0-5.0-0.9","xlwo7","20210930","1232","V4-20210927","","","","","2773","<img src='images/experiment/pair_64_57_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","224","354","images/experiment/pair_64_57_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","15","43014","0.0-5.0-0.10","xlwo7","20210930","1232","V4-20210927","","","","","4247","<img src='images/experiment/pair_64_57_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","349","48","images/experiment/pair_64_57_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","16","45774","0.0-5.0-0.11","xlwo7","20210930","1232","V4-20210927","","","","","2756","<img src='images/experiment/pair_5_41_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","348","27","images/experiment/pair_5_41_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","17","49143","0.0-5.0-0.12","xlwo7","20210930","1232","V4-20210927","","","","","3367","<img src='images/experiment/pair_92_64_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","304","389","images/experiment/pair_92_64_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","18","52384","0.0-5.0-0.13","xlwo7","20210930","1232","V4-20210927","","","","","3237","<img src='images/experiment/pair_37_92_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","238","371","images/experiment/pair_37_92_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","19","55148","0.0-5.0-0.14","xlwo7","20210930","1232","V4-20210927","","","","","2760","<img src='images/experiment/pair_64_41_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","358","492","images/experiment/pair_64_41_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","20","57524","0.0-5.0-0.15","xlwo7","20210930","1232","V4-20210927","","","","","2371","<img src='images/experiment/pair_37_41_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","232","302","images/experiment/pair_37_41_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","21","60592","0.0-5.0-0.16","xlwo7","20210930","1232","V4-20210927","","","","","3066","<img src='images/experiment/pair_101_57_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","348","140","images/experiment/pair_101_57_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","22","62941","0.0-5.0-0.17","xlwo7","20210930","1232","V4-20210927","","","","","2349","<img src='images/experiment/41_start.png' height = '350'><br>How much do you like this image?","259","210","images/experiment/41_start.png","","","","","",""
"","html-slider-response","23","65314","0.0-5.0-0.18","xlwo7","20210930","1232","V4-20210927","","","","","2372","<img src='images/experiment/pair_37_92_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","354","268","images/experiment/pair_37_92_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","24","67533","0.0-5.0-0.19","xlwo7","20210930","1232","V4-20210927","","","","","2216","<img src='images/experiment/pair_5_64_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","232","190","images/experiment/pair_5_64_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","25","69694","0.0-5.0-0.20","xlwo7","20210930","1232","V4-20210927","","","","","2158","<img src='images/experiment/pair_101_64_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","349","13","images/experiment/pair_101_64_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","26","72435","0.0-5.0-0.21","xlwo7","20210930","1232","V4-20210927","","","","","2738","<img src='images/experiment/pair_5_101_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","310","280","images/experiment/pair_5_101_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","27","74644","0.0-5.0-0.22","xlwo7","20210930","1232","V4-20210927","","","","","2206","<img src='images/experiment/pair_5_101_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","182","87","images/experiment/pair_5_101_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","28","76434","0.0-5.0-0.23","xlwo7","20210930","1232","V4-20210927","","","","","1788","<img src='images/experiment/101_start.png' height = '350'><br>How much do you like this image?","318","446","images/experiment/101_start.png","","","","","",""
"","html-slider-response","29","78974","0.0-5.0-0.24","xlwo7","20210930","1232","V4-20210927","","","","","2538","<img src='images/experiment/pair_101_92_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","242","360","images/experiment/pair_101_92_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","30","81262","0.0-5.0-0.25","xlwo7","20210930","1232","V4-20210927","","","","","2284","<img src='images/experiment/pair_5_41_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","310","352","images/experiment/pair_5_41_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","31","83203","0.0-5.0-0.26","xlwo7","20210930","1232","V4-20210927","","","","","1940","<img src='images/experiment/pair_92_64_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","378","468","images/experiment/pair_92_64_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","32","85014","0.0-5.0-0.27","xlwo7","20210930","1232","V4-20210927","","","","","1808","<img src='images/experiment/pair_37_101_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","230","141","images/experiment/pair_37_101_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","33","87514","0.0-5.0-0.28","xlwo7","20210930","1232","V4-20210927","","","","","2498","<img src='images/experiment/pair_37_64_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","352","421","images/experiment/pair_37_64_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","34","89623","0.0-5.0-0.29","xlwo7","20210930","1232","V4-20210927","","","","","2109","<img src='images/experiment/pair_92_64_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","256","123","images/experiment/pair_92_64_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","35","92485","0.0-5.0-0.30","xlwo7","20210930","1232","V4-20210927","","","","","2861","<img src='images/experiment/pair_37_41_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","367","217","images/experiment/pair_37_41_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","36","94655","0.0-5.0-0.31","xlwo7","20210930","1232","V4-20210927","","","","","2168","<img src='images/experiment/pair_92_57_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","236","274","images/experiment/pair_92_57_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","37","96395","0.0-5.0-0.32","xlwo7","20210930","1232","V4-20210927","","","","","1737","<img src='images/experiment/pair_37_92_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","340","25","images/experiment/pair_37_92_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","38","98533","0.0-5.0-0.33","xlwo7","20210930","1232","V4-20210927","","","","","2136","<img src='images/experiment/pair_5_92_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","214","476","images/experiment/pair_5_92_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","39","102395","0.0-5.0-0.34","xlwo7","20210930","1232","V4-20210927","","","","","3857","<img src='images/experiment/pair_92_57_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","415","340","images/experiment/pair_92_57_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","40","104715","0.0-5.0-0.35","xlwo7","20210930","1232","V4-20210927","","","","","2319","<img src='images/experiment/pair_5_64_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","292","348","images/experiment/pair_5_64_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","41","107209","0.0-5.0-0.36","xlwo7","20210930","1232","V4-20210927","","","","","2492","<img src='images/experiment/pair_101_57_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","360","110","images/experiment/pair_101_57_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","42","109385","0.0-5.0-0.37","xlwo7","20210930","1232","V4-20210927","","","","","2174","<img src='images/experiment/pair_5_101_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","227","173","images/experiment/pair_5_101_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","43","112239","0.0-5.0-0.38","xlwo7","20210930","1232","V4-20210927","","","","","2850","<img src='images/experiment/pair_37_101_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","336","475","images/experiment/pair_37_101_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","44","128760","0.0-5.0-0.39","xlwo7","20210930","1232","V4-20210927","","","","","16518","<img src='images/experiment/pair_64_41_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","363","247","images/experiment/pair_64_41_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","45","143534","0.0-5.0-0.40","xlwo7","20210930","1232","V4-20210927","","","","","14772","<img src='images/experiment/pair_101_92_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","217","422","images/experiment/pair_101_92_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","46","147024","0.0-5.0-0.41","xlwo7","20210930","1232","V4-20210927","","","","","3487","<img src='images/experiment/pair_101_64_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","334","39","images/experiment/pair_101_64_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","47","150383","0.0-5.0-0.42","xlwo7","20210930","1232","V4-20210927","","","","","3355","<img src='images/experiment/pair_37_64_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","327","443","images/experiment/pair_37_64_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","48","152775","0.0-5.0-0.43","xlwo7","20210930","1232","V4-20210927","","","","","2392","<img src='images/experiment/5_start.png' height = '350'><br>How much do you like this image?","197","236","images/experiment/5_start.png","","","","","",""
"","html-slider-response","49","155603","0.0-5.0-0.44","xlwo7","20210930","1232","V4-20210927","","","","","2827","<img src='images/experiment/pair_101_92_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","328","160","images/experiment/pair_101_92_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","50","157921","0.0-5.0-0.45","xlwo7","20210930","1232","V4-20210927","","","","","2315","<img src='images/experiment/pair_5_41_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","424","16","images/experiment/pair_5_41_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","51","160612","0.0-5.0-0.46","xlwo7","20210930","1232","V4-20210927","","","","","2691","<img src='images/experiment/pair_64_41_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","309","355","images/experiment/pair_64_41_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","52","181944","0.0-5.0-0.47","xlwo7","20210930","1232","V4-20210927","","","","","21328","<img src='images/experiment/pair_37_41_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","215","115","images/experiment/pair_37_41_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","53","184569","0.0-5.0-0.48","xlwo7","20210930","1232","V4-20210927","","","","","2625","<img src='images/experiment/pair_5_92_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","369","176","images/experiment/pair_5_92_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","54","188104","0.0-5.0-0.49","xlwo7","20210930","1232","V4-20210927","","","","","3534","<img src='images/experiment/pair_101_57_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","264","329","images/experiment/pair_101_57_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","55","194321","0.0-5.0-0.50","xlwo7","20210930","1232","V4-20210927","","","","","6215","<img src='images/experiment/pair_5_64_out_tensor(0.3333).png' height = '350'><br>How much do you like this image?","376","313","images/experiment/pair_5_64_out_tensor(0.3333).png","","","","","",""
"","html-slider-response","56","197137","0.0-5.0-0.51","xlwo7","20210930","1232","V4-20210927","","","","","2816","<img src='images/experiment/pair_37_57_out_tensor(0.6667).png' height = '350'><br>How much do you like this image?","300","111","images/experiment/pair_37_57_out_tensor(0.6667).png","","","","","",""
"","html-slider-response","57","199839","0.0-5.0-0.52","xlwo7","20210930","1232","V4-20210927","","","","","2701","<img src='images/experiment/pair_5_92_out_tensor(0.5000).png' height = '350'><br>How much do you like this image?","206","152","images/experiment/pair_5_92_out_tensor(0.5000).png","","","","","",""
"","html-slider-response","58","202004","0.0-5.0-0.53","xlwo7","20210930","1232","V4-20210927","","","","","2162","<img src='images/experiment/57_start.png' height = '350'><br>How much do you like this image?","342","471","images/experiment/57_start.png","","","","","",""
"","html-slider-response","59","204562","0.0-5.0-0.54","xlwo7","20210930","1232","V4-20210927","","","","","2557","<img src='images/experiment/37_start.png' height = '350'><br>How much do you like this image?","220","395","images/experiment/37_start.png","","","","","",""
"","instructions","60","221504","0.0-6.0","xlwo7","20210930","1232","V4-20210927","","","","","16939","","","","","[{""page_index"":0,""viewing_time"":14978},{""page_index"":1,""viewing_time"":1961}]","","","","",""
"","call-function","61","221504","0.0-7.0","xlwo7","20210930","1232","V4-20210927","","","","","","","","","","","","","","",""
"","timed-html-button-response","62","223215","0.0-8.0-0.0","xlwo7","20210930","1232","V4-20210927","","","","","1709","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/practice/alpaca0.jpg' width='350'></div><div><img src='images/practice/alpaca1.jpg' width='60'><br>Up Next</div></div>","0","","images/practice/alpaca0.jpg","","","images/practice/alpaca1.jpg","","",""
"","timed-html-button-response","63","223900","0.0-8.0-0.1","xlwo7","20210930","1232","V4-20210927","","","","","680","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/practice/alpaca1.jpg' width='350'></div><div><img src='images/practice/alpaca2.jpg' width='60'><br>Up Next</div></div>","0","","images/practice/alpaca1.jpg","","","images/practice/alpaca2.jpg","","",""
"","timed-html-button-response","64","224743","0.0-8.0-0.2","xlwo7","20210930","1232","V4-20210927","","","","","841","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/practice/alpaca2.jpg' width='350'></div><div><img src='images/practice/alpaca3.jpg' width='60'><br>Up Next</div></div>","0","","images/practice/alpaca2.jpg","","","images/practice/alpaca3.jpg","","",""
"","timed-html-button-response","65","225605","0.0-8.0-0.3","xlwo7","20210930","1232","V4-20210927","","","","","857","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/practice/alpaca3.jpg' width='350'></div><div><img src='images/practice/alpaca4.jpg' width='60'><br>Up Next</div></div>","0","","images/practice/alpaca3.jpg","","","images/practice/alpaca4.jpg","","",""
"","timed-html-button-response","66","226415","0.0-8.0-0.4","xlwo7","20210930","1232","V4-20210927","","","","","809","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/practice/alpaca4.jpg' width='350'></div><div><img src='images/practice/alpaca5.jpg' width='60'><br>Up Next</div></div>","0","","images/practice/alpaca4.jpg","","","images/practice/alpaca5.jpg","","",""
"","call-function","67","226416","0.0-9.0","xlwo7","20210930","1232","V4-20210927","","","","","","","","","","","","","","",""
"","html-button-response","68","228118","0.0-10.0","xlwo7","20210930","1232","V4-20210927","","","","","1699","
        <div class=""introBox"">
        <h1>Viewing: Summary</h1>

        <p>Remember: You will now view these images for 15 minutes. Look at 
        each image as long as you like to. You can proceed to the next image, 
        shown as a thumbnail, by clicking the 'View Next Image' button.</p>

        <p>From time to time a red dot will appear on some of the images, which 
        you must click on with your mouse. These events will be quite rare. As 
        long as you pay attention to the main image, the red dot will be easy 
        to spot. This task only exists to check whether you look at the image 
        or not.</p> 

        <p>The viewing of the images is your main task.</p>

        <p>Click on 'Continue' to start the viewing part.</p>
        </div>","0","","","","","","","",""
"","call-function","69","228119","0.0-11.0","xlwo7","20210930","1232","V4-20210927","","","","","","","","","","","","","","",""
"","timed-html-button-response","70","229809","0.0-12.0-0.0-0.0","xlwo7","20210930","1232","V4-20210927","","","","","1687","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_37_41_out_tensor(0.6667).png' width='350'></div><div><img src='images/experiment/pair_64_41_out_tensor(0.5000).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_37_41_out_tensor(0.6667).png","","","images/experiment/pair_64_41_out_tensor(0.5000).png","","",""
"","timed-html-button-response","71","230412","0.0-12.0-0.0-0.1","xlwo7","20210930","1232","V4-20210927","","","","","601","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_64_41_out_tensor(0.5000).png' width='350'></div><div><img src='images/experiment/pair_92_64_out_tensor(0.6667).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_64_41_out_tensor(0.5000).png","","","images/experiment/pair_92_64_out_tensor(0.6667).png","","",""
"","timed-html-button-response","72","231082","0.0-12.0-0.0-0.2","xlwo7","20210930","1232","V4-20210927","","","","","670","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_92_64_out_tensor(0.6667).png' width='350'></div><div><img src='images/experiment/pair_5_101_out_tensor(0.5000).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_92_64_out_tensor(0.6667).png","","","images/experiment/pair_5_101_out_tensor(0.5000).png","","",""
"","timed-html-button-response","73","231914","0.0-12.0-0.0-0.3","xlwo7","20210930","1232","V4-20210927","","","","","830","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_5_101_out_tensor(0.5000).png' width='350'></div><div><img src='images/experiment/pair_5_64_out_tensor(0.3333).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_5_101_out_tensor(0.5000).png","","","images/experiment/pair_5_64_out_tensor(0.3333).png","","",""
"","timed-html-button-response","74","232658","0.0-12.0-0.0-0.4","xlwo7","20210930","1232","V4-20210927","","","","","740","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_5_64_out_tensor(0.3333).png' width='350'></div><div><img src='images/experiment/pair_37_64_out_tensor(0.6667).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_5_64_out_tensor(0.3333).png","","","images/experiment/pair_37_64_out_tensor(0.6667).png","","",""
"","timed-html-button-response","75","233702","0.0-12.0-0.0-0.5","xlwo7","20210930","1232","V4-20210927","","","","","1042","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_37_64_out_tensor(0.6667).png' width='350'></div><div><img src='images/experiment/pair_37_101_out_tensor(0.6667).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_37_64_out_tensor(0.6667).png","","","images/experiment/pair_37_101_out_tensor(0.6667).png","","",""
"","timed-html-button-response","76","235710","0.0-12.0-0.0-0.6","xlwo7","20210930","1232","V4-20210927","","","","","2002","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_37_101_out_tensor(0.6667).png' width='350'></div><div><img src='images/experiment/pair_92_64_out_tensor(0.5000).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_37_101_out_tensor(0.6667).png","","","images/experiment/pair_92_64_out_tensor(0.5000).png","","",""
"","timed-html-button-response","77","236662","0.0-12.0-0.0-0.7","xlwo7","20210930","1232","V4-20210927","","","","","952","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_92_64_out_tensor(0.5000).png' width='350'></div><div><img src='images/experiment/pair_92_57_out_tensor(0.3333).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_92_64_out_tensor(0.5000).png","","","images/experiment/pair_92_57_out_tensor(0.3333).png","","",""
"","timed-html-button-response","78","237284","0.0-12.0-0.0-0.8","xlwo7","20210930","1232","V4-20210927","","","","","616","<div id='feedbackText' class='feedbackAttentionCheck'>You have missed the attention check.<br>Please pay attention to the image!</div><div class='container'><div style='width:60px;'></div><div class='centerContainer'><img class='centerImage' src='images/experiment/pair_92_57_out_tensor(0.3333).png' width='350'></div><div><img src='images/experiment/pair_37_92_out_tensor(0.6667).png' width='60'><br>Up Next</div></div>","0","","images/experiment/pair_92_57_out_tensor(0.3333).png","","","images/experiment/pair_37_92_out_tensor(0.6667).png","","",""
